reference,whisper_small_prediction,whisper_small_process_time
ya kalau kita kalau kita dapat nurse yang baik,ya kalau kita kalau kita dapat nurse yang baik,1.3142857551574707
dia akan macam,dia akan macam,0.743272066116333
okey okey slow slow slow slow tapi kalau kita dapat nurse yang garangkan terus cucuk weh aku macam sakit weh aku pernah kena aku pernah kena,okey okey slow slow slow slow slow slow slow tapi kalau kita dapat nurse yang garangkan terus cucuk weh aku macam sakit weh aku pernah kena aku pernah kena,5.929257392883301
tapi kan,tepikan,0.6841952800750732
[UNK] um kalau kita ambil darahkan,so um kalau kita ambil darahkan,1.3206253051757812
kita rasa macam,kita rasa macam,0.7695894241333008
pe- ah peningkan,pe- ah peningkan,0.9815878868103027
kalau perasan kalau kita nak kalau aku kalau ambil darahkan mesti aku akan pengsan,kalau perasan kalau kita nak kalau aku kalau ambil darahkan mesti aku akan pengsan,2.7149531841278076
aku ah aku akan macam terus tak sedar,aku ah aku akan macam terus tak sedar,1.3480072021484375
sebab aku tak suka tengok darah sebab tu lah kalau aku [UNK] kalau aku terfikir nak nak buat sesuatu tu macam buat dekat aku punya tangan ke apa kan aku mesti fikir banyak kali sebab aku tak suka darah,sebab aku tak suka tengok darah sebab tu lah kalau aku- kalau aku terfikir nak nak buat sesuatu tu macam buat dekat aku punya tangan ke apa kan aku mesti fikir banyak kali sebab aku tak suka darah,7.6356306076049805
[UNK] tak suka doh,eh tak suka doh,0.8897366523742676
wau,wau,0.5282571315765381
wau,wau,0.5360376834869385
sakit eh,sakit eh,0.7318811416625977
tapikan,tapikan,0.6176748275756836
ah macam yang Cikgu Salina cakap tadikan,ah macam yang Cikgu Salina cakap tadikan,1.6367111206054688
yang dia cakap kau ada yang kau yang,yang dia cakap kau ada yang kau yang,1.2820286750793457
yang kolestrol dalam badan dia tinggi tu,yang kolestrol dalam badan dia tinggi tu,1.8765959739685059
sebenar- sebenarnya tu bahaya juga tau,sebenar- sebenarnya tu bahaya juga tau,2.2239720821380615
[UNK] kita mungkin kita ah ketawakan dengar dia cakap macam tu tapi sebenarnya tu bahaya aku pernahlah nampak orang yang kena kolestrol tinggikan dia memang dia punya darah tinggi semua tinggi memang dia kena pantang je setiap masa,ke- kita mungkin kita ah ketawakan dengar dia cakap macam tu tapi sebenarnya tu bahaya aku pernahlah nampak orang yang kena kolestrol tinggikan dia memang dia punya darah tinggi semua tinggi memang dia kena pantang je setiap masa,7.61061429977417
tak boleh makan tu tak boleh makan ni eh sakitlah,tak boleh makan tu tak boleh makan ni eh sakitlah,1.7088212966918945
siapa dia nak macam tu aku pun tak nak,siapa dia nak macam tu aku pun tak nak,1.7356204986572266
betul,betul,0.7045271396636963
obesiti,obesiti,0.925774335861206
oh obesiti kan sekarang terkenal bukan terkenal apa sebab ya lah dah ramai orang makan ramai orang makan banyak benda lepas tu kena obesiti,oh obesiti kan sekarang terkenal bukan terkenal apa sebab ya lah dah ramai orang makan ramai orang makan banyak benda lepas tu kena obesiti,4.921159982681274
betul,betul,0.5645279884338379
betul,betul,0.5343389511108398
tapi kita kena jagalah,tapi kita kena jagalah,1.0843088626861572
hm em,hm um,0.5191266536712646
sekarang ni kan,sekarang ni kan,0.7407877445220947
kesihatan kita memang [UNK] kita kena jaga kita pergi sekolah kita kena,kesihatan kita memang We have kena jaga kita pergi sekolah kita kena,2.44953989982605
check suhu,check suhu,0.6543316841125488
sebab kesihatan kan keselamatan kita sebab kita tak tahu pun er macam mana virus tersebar [UNK] kawan kita kena ke tak kita tak tahu kan [UNK],sebab kesihatan kan keselamatan kita sebab kita tak tahu pun er macam mana virus tersebar ma- kawan kita kena ke tak kita tak tahu kan so memang,5.900347948074341
apa dia,apa dia,0.5484533309936523
oh,oh,0.42729926109313965
siapa tak berdebar aku pun berdebar,siapa tak berdebar aku pun berdebar,1.5547289848327637
hm,em,0.4134395122528076
apa benda,apa benda,0.6211297512054443
tinggi,tinggi,0.5213630199432373
suhu pernah sekali,suhu pernah sekali,0.8911623954772949
tiga enam point sembilan,tiga enam point sembilan,0.9750921726226807
[UNK] ah paling tinggi [UNK] ah pernah check suhu satu masa tu kat sekolah aku datang lambat kan Cikgu Fadhli Fadhli Cikgu Fadhli check suhu tiga puluh lapan point satu,ma-ah paling tinggi [(UNK)] ah pernah check suhu satu masa tu kat sekolah aku datang lambat kan Cikgu Fadhli Fadhli Cikgu Fadhli check suhu tiga puluh lapan point satu,7.759836196899414
tapi tu mungkin rosak kot dia punya temperature kan,tapi tu mungkin rosak kot dia punya temperature kan,1.5466740131378174
tak aku buat lagi satu kan baru dapat suhu betul yang tiga puluh enam point empat,tak aku buat lagi satu kan baru dapat suhu betul yang tiga puluh enam point empat,2.678981304168701
seram weh,seram weh,0.7326066493988037
ha ah,ha ah,0.5420279502868652
tapi,tapi,0.5317728519439697
hm,er,0.42741847038269043
ya ya tak macam satu je negara kita semua kena,ya ya tak macam satu je negara kita semua kena,1.6128697395324707
pernah kan,pernah kan,0.7933831214904785
tak ada semua kena,tak ada semua kena,1.103649377822876
semua kena tapi tapi ada yang baik ada yang ma- macam merebak,semua kena tapi tapi ada yang baik ada yang ma- macam merebak,2.8116962909698486
dia macam tu lah,dia macam tu lah,0.8904109001159668
tapi ada satu,tapi ada satu,0.7455217838287354
betul,betul,0.5270154476165771
betul,betul,0.5225274562835693
dia [UNK],dia kun-,0.7456555366516113
tapi dia tipu,tapi dia tipu,0.8443410396575928
ha dia kata dia kata apa ni virus tu makin makin sikit kan tapi sebenarnya ramai yang kena,ha dia kata dia kata apa ni virus tu makin makin sikit kan tapi sebenarnya ramai yang kena,3.228086471557617
ada [UNK] ada satu virus ni kita punya kita Malaysia je kena masa tu sembilan belas masa tu sembilan belas berapa entah kan ah Nipah virus,ada ada ada satu virus ni kita punya kita Malaysia je kena masa tu sembilan belas masa tu sembilan belas berapa entah kan ah Nipah virus,5.29121994972229
[UNK] ah Nipah daripada pokok nipah masa [UNK] masa tu ramai memang ramai sangat-sangat yang meninggal sebab virus tu sebab kita tak kat Malaysia kita tak kita tak jumpa vaksin tu sekali sekali jumpa vaksin tu kan terus selamatkan,ni ah Nipah daripada pokok nipah masamasa tu ramai memang ramai sangat-sangat yang meninggal sebab virus tu sebab kita tak kat Malaysia kita tak kita tak jumpa vaksin tu sekali sekali jumpa vaksin tu kan terus selamatkan,7.941117525100708
Nipah Virus bahaya weh dekat dua ratus lebih orang meninggal,Nipah Virus bahaya weh dekat dua ratus lebih orang meninggal,2.225841999053955
aku sebenarnya aku dah lama tahu tu pun daripada mak aku,aku sebenarnya aku dah lama tahu tu pun daripada mak aku,2.3476037979125977
tapi,tapi,0.7713320255279541
hm em,em em,0.7674708366394043
ya,ya,0.5798089504241943
aku pun aku pun tak tau macam mana tapi,aku pun aku pun tak tau macam mana tapi,1.412437915802002
entahlah mungkin ada [UNK] ada sautu yang dekat pokok nipah tu kita tak boleh nak,entahlah mungkin ada sa- ada sautu yang dekat pokok nipah tu kita tak boleh nak,3.02424955368042
er pegang or ah ataupun,er pegang or ah ataupun,1.1144754886627197
sentuh ke kan,sentuh ke kan,0.795996904373169
mungkin ada orang buat macam kajian ke dekat pokok nipah tu sampai,mungkin ada orang buat macam kajian ke dekat pokok nipah tu sampai,2.4096224308013916
kita tak tau,kita tak tau,0.7658050060272217
bertindaklah,bertindaklah,0.9066872596740723
nak lagi yang kita ada sekarang doktor tu,nak lagi yang kita ada sekarang doktor tu,1.746511459350586
Doktor Noor Hisham tu,Doktor Noor Hisham tu,1.8512072563171387
memang memang [UNK] memang semua tabik ah kat dia sampai luar negara pun cakap cara dia ah kawal Covid ni,memang memang sem memang semua tabik ah kat dia sampai luar negara pun cakap cara dia ah kawal Covid ni,3.4338834285736084
memang bagus,memang bagus,0.6713378429412842
kitakan Malaysiakan kena puji,kitakan Malaysiakan kena puji,1.3110346794128418
sebab kawal co- Covid tu,sebab kawal co- Covid tu,1.3274199962615967
kan,kan,0.41448092460632324
saya sebenarnya betul,saya sebenarnya betul,0.9580752849578857
betul biasalah duniakan,betul biasalah duniakan,1.080249309539795
so,so,0.42226171493530273
jagalah kesihatan,jagalah kesihatan,1.2326669692993164
jagalah diri,jagalah diri,1.1258187294006348
okey,okey,0.7496945858001709
bye bye jaga diri bye bye,bye bye jaga diri bye bye,1.4702961444854736
Hairi,hai di,0.5330750942230225
kau tengah buat apa tu,kau tengah buat apa tu,1.0853679180145264
oh ka-kau tengah ni eh nak cari phone baru ke,oh ka-kau tengah ni eh nak cari phone baru ke,1.941410779953003
dengan dengan mak mak dengan mak engkau la,dengan dengan mak mak dengan mak engkau la,1.5068449974060059
ah dengan,ah ni kan,0.6355695724487305
dengan family eh,dengan family eh,0.7861831188201904
oh kau tengah kau tengah search eh nak cari mana phone baru,oh kau tengah kau tengah search eh nak cari mana phone baru,2.0507113933563232
oh,oh,0.43140125274658203
yang phone kau rosak tu,yang phone kau rosak tu,1.176276445388794
kau ah kat,kau ah kat,0.9727210998535156
oh masuk air,oh masuk air,0.9294710159301758
erm hm,hm,0.6516091823577881
oh maksudnya,oh maksudnya,0.9444680213928223
macam ni la tak,macam ni la tak,0.8570327758789062
kalis air la kan ada phone yang kalis air kan,kalis air la kan ada phone yang kalis air kan,1.6184258460998535
ni kau tak-kau tak nak beli ke phone yang kalis air tu macam,ni kau tak-kau tak nak beli ke phone yang kalis air tu macam,2.43365478515625
ya la macam walaupun kos [UNK] macam harga dia mahal tapi masih jaga phone kau la,ya la macam walaupun kos ma- macam harga dia mahal tapi masih jaga phone kau la,2.8542912006378174
so macam phone kau tahan lama,so macam phone kau tahan lama,1.0940265655517578
oh phone kau yang kalis air,oh phone kau yang kalis air,1.2349956035614014
ko search la aku aku pernah je nampak tapi aku tak tahu la yang mana,ko search la aku aku pernah je nampak tapi aku tak tahu la yang mana,3.1330785751342773
sebab dia punya pun macam,sebab dia punya pun macam,1.1599688529968262
oh ni la aku tahu aku tahu yang iPhone tu iPhone yang baru tu,oh ni la aku tahu aku tahu yang iPhone tu iPhone yang baru tu,1.900097370147705
iPhone Sebelas,iPhone Sebelas,0.89805006980896
X,ex,0.40486884117126465
iPhone Ten iPhone Sebelas,iPhone Ten iPhone Sebelas,1.0931034088134766
oh bajet kau bawah dua ribu,oh bajet kau bawah dua ribu,1.256148338317871
tak tahu la yang aku tahu cuma ni je la Apple,tak tahu la yang aku tahu cuma ni je la Apple,1.5520009994506836
R O G,R O G,0.6269667148590088
skrin besar oh biar senang la,skrin besar oh biar senang la,1.2962214946746826
oh aku pun sekarang pakai yang ram besar sebab ni en macam,oh aku pun sekarang pakai yang ram besar sebab ni en macam,2.310816526412964
bila main game je [UNK] tak lag la,bila main game je su- tak lag la,1.965188980102539
ha yang yang phone sekarang ni kau pakai phone mak kau eh,ha yang yang phone sekarang ni kau pakai phone mak kau eh,1.6651434898376465
oh phone lama mak kau,oh phone lama mak kau,0.8499541282653809
yang kau nak cari yang baru ni yang ram tinggi lagi,yang kau nak cari yang baru ni yang ram tinggi lagi,1.7674846649169922
kalau aku,kalau aku,0.6369099617004395
kalau aku aku sarankan baik kau ambil yang macam memori dia besar so macam gambar kau banyak ke apps kau banyak ke so macam tak ni la,kalau aku aku sarankan baik kau ambil yang macam memori dia besar so macam gambar kau banyak ke apps kau banyak ke so macam tak ni la,4.184161901473999
macam kalau yang memori kecil,macam kalau yang memori kecil,1.5003175735473633
kan dia macam kau macam banyak sikit kau punya apps kan nanti dah penuh dah gambar kau banyak sikit nanti dah penuh,kan dia macam kau macam banyak sikit kau punya apps kan nanti dah penuh dah gambar kau banyak sikit nanti dah penuh,4.551330089569092
ha ah [UNK] tapi,ha ah but,0.6690914630889893
kau nak,kau nak,0.6521191596984863
ram besar eh macam Redmi ke,ram besar eh macam Redmi ke,0.9760415554046631
memori memori pun kadang-kadang ha ya lah boleh tahan lah,memori memori pun kadang-kadang ha ya lah boleh tahan lah,2.1633119583129883
lagi satu bateri pun ar lambat lambat habis la,lagi satu bateri pun ar lambat lambat habis la,1.8451464176177979
harga pun murah en berpatutan,harga pun murah en berpatutan,1.288619041442871
so macam kalau bawah dua ribu memang kau akan dapat la mcam ya la senang lagi pun,so macam kalau bawah dua ribu memang kau akan dapat la mcam ya la senang lagi pun,3.3259243965148926
kat mana mana pun dah ada jual kan,kat mana mana pun dah ada jual kan,1.7422006130218506
Samsung,Samsung,0.6376345157623291
Samsung Samsung yang mana,Samsung Samsung yang mana,0.9505386352539062
kan sekarang ada dah banyak dah,kan sekarang ada dah banyak dah,0.9761528968811035
oh,oh,0.4176368713378906
ha ah,ha ah,0.5233862400054932
bateri pun tahan kan,bateri pun tahan kan,1.0625877380371094
sekarang aku pakai,sekarang aku pakai,0.750584602355957
ni je android biasa,ni je android biasa,0.8563187122344971
ni pun aku pinjam kakak aku punya,ni pun aku pinjam kakak aku punya,1.414794683456421
sebab nanti bulan sepuluh nanti mak aku nak belikan yang baru,sebab nanti bulan sepuluh nanti mak aku nak belikan yang baru,2.7235801219940186
ha ah,ha ah,0.717360258102417
yang phone ni pun kadang-kadang bermasalah kadang-kadang dia macam termati sendiri,yang phone ni pun kadang-kadang bermasalah kadang-kadang dia macam termati sendiri,3.490541696548462
macam ya la lagi pun dah lama kan,macam ya la lagi pun dah lama kan,1.3123607635498047
mungkin mak aku nanti beli yang baru tu lagi okey la dari yang ni,mungkin mak aku nanti beli yang baru tu lagi okey la dari yang ni,2.332991361618042
[UNK] apa,sekejap apa,0.8836445808410645
ha dah,ah dah,0.55600905418396
ha ah aku dah aku dah search dah,ha ah aku dah aku dah search dah,1.2101213932037354
aku nak beli phone ni la,aku nak beli phone ni la,1.1075711250305176
iPhone Seven,iPhone Seven,0.6333463191986084
sebab,sebab,0.5267162322998047
ha ah lagipun iPhone Seven ni dia mcm boleh update lagi dia punya I O S kan sekarang dah ada I O S baru kan,ha ah lagipun iPhone Seven ni dia mcm boleh update lagi dia punya I O S kan sekarang dah ada I O S baru kan,4.788981914520264
boleh lagi update,boleh lagi update,0.7782266139984131
so macam,so macam,0.5352773666381836
ikut trend lah,ikut trend lah,0.6449394226074219
ha tu la bateri dia je so kau kena sediakan la powerbank,ha tu la bateri dia je so kau kena sediakan la powerbank,2.2081706523895264
dekat mana mana kan kau nak pergi mana mana sediakan powerbank ke caj ke kan,dekat mana mana kan kau nak pergi mana mana sediakan powerbank ke caj ke kan,2.685697078704834
macam kau ni [UNK] ah,macam kau ni se ah,0.9933853149414062
ya la kelemahan je la [UNK],ya la kelemahan je la se-,1.29837965965271
setiap ni mesti ada kelemahan kan,setiap ni mesti ada kelemahan kan,2.014338731765747
kekurangan lepas tu kelebihan,kekurangan lepas tu kelebihan,2.0569047927856445
contoh macam iPhone ni macam,contoh macam iPhone ni macam,1.1395041942596436
kelebihan dia [UNK] ah kelebihan dia banyak la juga,kelebihan dia kena ah kelebihan dia banyak la juga,2.1142561435699463
macam kamera pun lawa,macam kamera pun lawa,1.016496181488037
hm erm bateri pun semua okey,hm erm bateri pun semua okey,1.1823608875274658
kalau phone phone Samsung ah,kalau phone phone Samsung ah,0.9550025463104248
kau tak nak try cari yang lain ke dari Samsung je macam cari yang macam,kau tak nak try cari yang lain ke dari Samsung je macam cari yang macam,2.308866500854492
ah yang lain-lain lain daripada yang lain,ah yang lain-lain lain daripada yang lain,1.6642131805419922
oh macam barang dari China macam ni kurang ni la China ni kurang ni,oh macam barang dari China macam ni kurang ni la China ni kurang ni,3.0881447792053223
oh,hm,0.5992429256439209
kalau macam,kalau macam,0.787421464920044
oh centre,oh centre,0.5218527317047119
ha ni hari tu ada juga kakak aku tanya kan dia [UNK] dia nak beli lah dia nak beli apa,ha ni hari tu ada juga kakak aku tanya kan dia [(UNK)] dia nak beli lah dia nak beli apa,3.541863203048706
nak beli laptop baru,nak beli laptop baru,0.8962080478668213
kau tahu tak laptop yang macam murah lepas tu bagus laptop apa eh,kau tahu tak laptop yang macam murah lepas tu bagus laptop apa eh,2.1188530921936035
laptop Asus eh,laptop Asus eh,0.9847924709320068
oh,oh,0.41216230392456055
apa,apa,0.42041730880737305
H P dengan Toshiba tu pun bagus eh,H P dengan Toshiba tu pun bagus eh,1.6438653469085693
oh,oh,0.5390720367431641
harga dia harga dia mahal tak,harga dia harga dia mahal tak,1.8924992084503174
kan aku ah kan aku ada bagitahu kau yang aku nak ni kan masuk multimedia photographer kan,kan aku ah kan aku ada bagitahu kau yang aku nak ni kan masuk multimedia photographer kan,2.640956401824951
