reference,whisper_small_prediction,whisper_large_v3_prediction,whisper_small_process_time,whisper_large_v3_process_time
lagu Melayu kot sebab,lagu Melayu kot sebab,lagu Melayu kot sebab,1.1866507530212402,2.5162179470062256
aku tak dwi bahasa selain daripada Melayu kalau English boleh lah,aku tak dwi bahasa selain daripada Melayu kalau English boleh lah,aku tak bererti bahasa selain daripada Melayu kalau English bolehlah,3.329015016555786,5.062778949737549
um hm,hm,ah,0.45346570014953613,0.9643115997314453
um,hm,em,0.41762590408325195,0.9332611560821533
kau pernah pergi macam,kau pernah pergi macam,kau pernah pergi macam,0.8929603099822998,1.8480017185211182
ha Warisan Budaya buat persembahan dekat muzium muzium tu ke kau pernah,ha Barisan Budaya buat persembahan dekat muzium muzium tu ke kau pernah,ah barisan belia buat persembahan dekat muzim-muzim tu ke kau pernah,3.8204307556152344,5.633337020874023
um,hm,em,0.46872591972351074,0.9384171962738037
aku kalau,aku kalau,aku kalau,0.5413801670074463,1.1896154880523682
macam tengok tengok,macam tengok tengok,macam tengok tengok,0.9843556880950928,2.571195602416992
karya-karya tu pernah la macam lawatan daripada sekolah ke,karya-karya tu pernah la macam lawatan daripada sekolah ke,karya-karya tu pernah lah macam lawatan daripada sekolah ke,3.167869806289673,4.7327940464019775
um hm,hm hm,um um,0.5673470497131348,1.1626958847045898
macam seni seni,macam seni seni,macam seni-seni,0.7510824203491211,2.0399749279022217
tu sejarah sejarah,tu sejarah sejarah,tu sejarah-sejarah,1.5058965682983398,3.153925657272339
daripada ha ne-negeri tina,daripada ah ne-negeri China,daripada ah Negeri Dainah,1.486513614654541,2.7069251537323
seni seni budaya ha macam tu,seni seni budaya ha macam tu,seni-seni budaya ha macam tu,1.2677061557769775,2.9124536514282227
ha karya-karya,ah karya-karya,ah karya-karya,1.2001464366912842,2.7660181522369385
um hm,em em,em-em,0.797065019607544,1.3895783424377441
hm,hm,hmm,0.42356157302856445,0.9177892208099365
ha pasal budaya juga kan ada macam kita macam,ah pasal budaya juga kan ada macam kita macam,ah pasal budaya juga kan ada macam kita macam,1.607208251953125,3.1894562244415283
macam seni mempertahankan diri macam silat,macam seni mempertahankan diri macam silat,macam sedih mempertahankan diri macam sidlan,1.8119754791259766,4.9340293407440186
lepas tu wushu macam aku aku pernah masuk,lepas tu wushu macam aku aku pernah masuk,lepas tu wushu macam aku aku pernah masuk,1.6123027801513672,3.1305341720581055
silat,silat,silat,0.5688350200653076,1.1605727672576904
silat ah ada lah nama silat kelab dia tu aku pernah masuk,silat ah ada lah nama silat kelab dia tu aku pernah masuk,sealight ah adalah nombor Sealight Club dia tu aku pernah masuk,2.154249668121338,5.662461996078491
ha ialah orang kata kalau umur sekarang ni,ha ialah orang kata kalau umur sehari,ah ya dah orang kata kalau rumah tu saya ni,1.6861608028411865,3.130655288696289
untuk mempertahankan diri,untuk mempertahankan diri,untuk mempertahankan diri,1.3449623584747314,2.666137456893921
time tu umur aku,time tu umur aku,temp tu umur aku,1.1579031944274902,2.841431140899658
sepuluh tahun,sepuluh tahun,sepuluh tahun,0.9371237754821777,1.7974681854248047
aku masuk,aku masuk,aku masuk,0.5502669811248779,1.1423780918121338
silat tu daripada umur sepuluh tahun sampai aku tingkatan satu,silat tu daripada umur sepuluh tahun sampai aku tingkatan satu,selek tu daripada umur sepuluh tahun sampai aku tingkatan satu,2.454509735107422,5.939181804656982
so banyak,so banyak,so banyak,0.79693603515625,1.3250057697296143
so banyak lah,so banyak lah,so banyak lah,0.6801042556762695,1.3653194904327393
ah pergerak pergerakan-pergerakan silat tu yang kau kadang,ah pergerak pergerakan-pergerakan silat tu yang kau kadang,ah pergerak pergerakan pergerakan silap tu yang aku tahu kadang,2.380542755126953,4.692725896835327
ah aku silat kalau ada,ah aku silat kalau ada,ah aku select kalau ada,1.3237571716308594,2.58201003074646
majlis perkahwinan,majlis perkahwinan,Majlis Perkahwinan,1.2326891422271729,2.462278127670288
dia orang akan panggil kumpulan silat kita orang untuk buat persembahan,dia orang akan panggil kumpulan silat kita orang untuk buat persembahan,dorang akan panggil kumpulan silap kita orang untuk buat persembahan,2.562224864959717,5.349124908447266
ataupun,ataupun,apa pun,0.769711971282959,1.5864930152893066
dari,dari,dari,0.6477091312408447,1.1499414443969727
ataupun program-program dekat sekolah ah kita orang ada buat,ataupun program-program dekat sekolah ah kita orang ada buat,ah ataupun program program dekat sekolah ah kita orang ada buat,2.083904504776001,4.043007135391235
persembahan silat lah kita buat yang basic punya,persembahan silat lah kita buat yang basic punya,persembahan sila lah kita buat yang basic punya,1.5928027629852295,4.09431266784668
kita cuti,kita cuti,kita cuti,1.0959019660949707,1.6235859394073486
hm um so banyaklah tentang budaya ni,hm um so banyaklah tentang budaya ni,um so banyaklah tentang budaya ni,1.3139290809631348,2.451104164123535
yang aku tau lepas tu pernah aku masuk macam silat ah apa semua tu,yang aku tau lepas tu pernah aku masuk macam silat ah apa semua tu,yang aku tahu lepas tu pernah aku masuk macam sekitik ah apa semua tu,2.183960199356079,5.374713897705078
tarian yang aku pernah,tarian yang aku pernah,darian yang aku pernah,1.0964319705963135,1.8664350509643555
join lah,join lah,join ah,0.6451442241668701,1.3501718044281006
itu je bye,itu je bye,kita je bye,0.6477386951446533,1.615466833114624
hai Syakirah,hai Syakirah,hai Syakira,0.8714163303375244,1.5732054710388184
macam mana kau sekarang sihat,macam mana kau sekarang sihat,macam mana kau sekarang sihat,1.232450008392334,3.140381097793579
Alhamdulillah,Alhamdulillah,alhamdulillah,0.8648412227630615,1.624211311340332
tapikan sekarangkan kan sekarangkan banyak penyakitkan,tapikan sekarangkan kan sekarangkan banyak penyakitkan,tapi kan sekarang kan kan sekarang kan banyak penyakit kan,1.9181277751922607,3.812541961669922
kalau kau tengok berita semalam tak silap aku tiga ke dua penyakit yang,kalau kau tengok berita semalam tak silap aku tiga ke dua penyakit yang,kalau kau tengok berita semalam tak silap aku tiga ke dua penyakit yang,3.211681842803955,6.365483999252319
tersebar sekarang ada yang penyakit daripada kutu Denggi aku tak taulah ada dari-daripada ber-berita kutu dia kat kulit aku tak tau sebab apa dia ma-macam aku dia macam penyakit bahaya jugalah,tersebar sekarang ada yang penyakit daripada kutu Denggi aku tak tahulah ada dari-daripada ber-berita kutu dia kat kulit aku tak tahu sebab apa dia ma-macam aku dia macam penyakit bahaya jugalah,tersebar sekarang ada yang penyakit daripada kotor dengki aku tak tahulah ada daripada daripada berita kotor dia dekat kulit aku tak tahu sebab apa dia macam aku dia macam penyakit bahaya jugalah,8.391821146011353,15.265580892562866
ush tu tak ada tak ada vaksin dia tu tu kalau ada vaksin dia semua orang dah selamat tapi ramai yang dah meninggal sebab,ush tu tak ada tak ada vaksin dia tu tu kalau ada vaksin dia semua orang dah selamat tapi ramai yang dah meninggal sebab,ush tu tak ada tak ada vaksin je tu tu kalau ada vaksin je semua orang dah selamat tapi ramai yang dah meninggal sebab,4.128130197525024,8.595967769622803
Corona,Corona, corona,0.7829325199127197,1.1745562553405762
um um,hm hm,em,0.5325732231140137,0.9217431545257568
betul,betul,sekejap,0.5318646430969238,1.598006248474121
betul lagi-lagi kau kalau kau tengok sekarang dekat Amerika Sya-Syarikat dia,betul lagi-lagi kau kalau kau tengok sekarang dekat Amerika Syarikat dia,betul lagi lagi kau kau tengok sekarang dekat Amerika Syarikat dia,2.5044705867767334,4.4836037158966064
ya Allah hampir keseluruhan,ya Allah hampir keseluruhan,ya Allah hampir keseluruhan,1.8968853950500488,2.9167213439941406
penduduk situ kena,penduduk situ kena,penduduk situ kena,1.0098834037780762,2.010098695755005
dia orang punya mat ah Corona tu meningkat je setiap masa,dia orang punya mat ah Corona tu meningkat je setiap masa,diorang punya mat ah korona tu meningkat je setiap masa,2.010148286819458,4.732967376708984
dia orang buat tapi biasalah pernah ke dengar cakap lagi-lagi dia punya perdana menteri sekarang,dia orang buat tapi biasalah pernah ke dengar cakap lagi-lagi dia punya perdana menteri sekarang,dia orang buat tapi biasalah pernah ke dengar cakap lagi-lagi dia punya Perdana Menteri sekarang,3.8781018257141113,6.28000545501709
apa ni,apa ni,apa ni,0.5566437244415283,1.1696481704711914
tak macam fikirkan diri sendiri tau,tak macam fikirkan diri sendiri tau,tak macam fikirkan diri sendiri tau,1.7194652557373047,3.5545055866241455
ya,ya,ya,0.45105576515197754,0.9382312297821045
tapi,tapi,tapi,0.5416195392608643,1.1430168151855469
dalam ah Corona Virus ni kan dalam masalah Corona Virus kita ada ada juga yang baru Denggi kan,dalam ah Corona Virus ni kan dalam masalah Corona Virus kita ada ada juga yang baru Denggi kan,dalam ah koronavirus ni kan dalam masalah koronavirus kita ada ada juga yang baru denggi kan,2.85371994972229,7.103441476821899
Denggi ni,Denggi ni,dengi ni,0.8807473182678223,1.427762508392334
nyamuk,nyamuk,nyamuk,0.643651008605957,1.3560645580291748
kan kan setiap tahun mesti ada tapi kali ni dia macam extreme tau dia macam lagi bahaya sebab sekarang nyamuk kalau kau tengok nyamuk sekarangkan dia gigit sekali terus gatal,ya kan setiap tahun mesti ada tapi kali ni dia macam extreme tau dia macam lagi bahaya sebab sekarang nyamuk kalau kau tengok nyamuk sekarang kan dia gigit sekali terus katal,kan setiap tahun mesti ada tapi kali ini dia macam ekstrim tahu dia macam lagi bahaya sebab sekarang nyamuk kalau kau tengok nyamuk sekarang kan dia gigit sekali tergatal,5.394787073135376,11.904441833496094
dia kat ada satu nyamuk ni yang buat Denggi nilah dia gigitkan,dia kat ada satu nyamuk ni yang buat Denggi adalah dia gigitkan,dia kat ada satu nyamuk ni yang buat dengkir lah dia kekit kan,2.5535755157470703,6.422650098800659
memang kita,memang kita,memang kita,0.6978602409362793,1.4459221363067627
macam lemah,macam lemah,macam lemah,0.7521107196807861,1.5760056972503662
sebab tu aku sekarang,sebab tu aku sekarang,sebab tu aku sekarang,0.8888795375823975,1.8090686798095703
memang jaga-jaga gila,memang jaga-jaga gila,memang jaga-jaga je,1.4499871730804443,3.4451701641082764
kan aku pernah kena sekali,kan aku pernah kena sekali,kan aku pernah kena sekali,1.1425824165344238,2.0678317546844482
um um,hm hm,em,0.5340225696563721,0.9280900955200195
masuk masa tu darjah dua tak silap aku aku kena ruam ruam Denggi,masuk masa tu darjah dua tak silap aku aku kena ruam ruam Denggi,masuk masa tu dah jahat dua tak silap aku aku kena ruam ruam tinggi,2.8793485164642334,6.719035625457764
pas tu [UNK] kena tu lepas balik sekolah tau sebab aku rasa memang rasa lemah masa tu puasa,lepas tu kena tu lepas balik sekolah tau sebab aku rasa memang rasa lemah masa tu puasa,lepas tu dia kena tu lepas balik sekolah tau sebab aku rasa memang dia rasa lemah masa tu puasa,3.3831558227539062,7.242882966995239
dahlah puasa,dahlah puasa,danlah puasa,1.1913304328918457,2.127720355987549
lepas balik sekolah,lepas balik sekolah,lepas balik sekolah,1.0993561744689941,2.2117300033569336
memang lemahkan lepas tu kan,memang lemahkan lepas tu kan,memang lemah kan berpaksa kan,1.3471980094909668,2.9100515842437744
kan ada sofa sofa kat depan rumah aku aku baring situkan sekali bangun-bangun je banyak bintik-bintik mak aku dah hantar pergi pergi hospital dah masa tu,kan ada sofa sofa kat depan rumah aku aku baring situkan sekali bangun-bangun je banyak bintik-bintik mak aku dah hantar pergi pergi hospital dah masa tu,kan ada sofa sofa dekat depan rumah aku aku baring situ kan sekali dia bangun-bangun je banyak bintik-bintik mak aku dah hantar pergi pergi hospital lah masa tu,6.248494386672974,10.599812507629395
dapat,nampak,apa,0.8811843395233154,1.290292739868164
tapi memang sakit ah sebab masa tu ya kan kan kena cucuk da-darahkan,tapi memang sakit lah sebab masa tu ya kan kan kena cucuk bak darahkan,tapi memang sakitlah sebab masa tu dia kan kan kena cucuk bak darah kan,3.065333127975464,5.353431224822998
dia cucuk darah kat dua-dua belah tangan tau dekat lima kali dia cucuk,dia cucuk darah kat dua-dua belah tangan tau dekat lima kali dia cucuk,dia cucuk darah kat dua dua belah tangan tau dekat lima kali dia cucuk,3.321909189224243,6.577306747436523
tak dapat sekali ah ah sekali masa ah dekat siku,tak dapat sekali ah ah sekali masa ah dekat siku,tak dapat sekali ah ah sekali masa ah dekat SIKO,1.7404754161834717,3.5565662384033203
baru dia dapat darah aku,baru dia dapat darah aku,hah baru dia dapat darah aku,1.1301300525665283,3.33921217918396
ni macam baru dapat tempat yang boleh salurkan ni,ni macam baru dapat tempat yang boleh salurkan ni,ini macam baru dapat tempat yang boleh salurkan,1.9109208583831787,3.196582078933716
sakit wei aku menangis tapi kita kena jagalah kesihatan kita semua,sakit wei aku menangis tapi kita kena jagalah kesihatan kita semua,sakit weh aku menangis tapi kita kena jagalah kesihatan kita sebenarnya,2.644243001937866,6.3851518630981445
kau tak kena macam-macam,kau tak kena macam-macam,kuat tak kena macam-macam,1.5285792350769043,2.668184995651245
ish demam panas bahaya,ish demam panas bahaya,ish teman panas bahaya,1.1201753616333008,2.230119228363037
sumpahlah,sumpahlah,sumpah lah,0.7718875408172607,1.5980143547058105
wau,wau,wow,0.5323073863983154,1.1727898120880127
yalah dah muntahkan,yalah dah muntahkan,ilah dah muntah kan,1.524427890777588,2.500558853149414
sakit wei kalau muntah aku walaupun aku tak suka muntahkan tapi bila rasa nak muntah kan aku rasa macam sakit gila kat tekak,sakit wei kalau muntah aku walaupun aku tak suka muntahkan tapi bila rasa nak muntahkan aku rasa macam sakit gila kat teka,sakit weh kalau muntah aku walaupun aku tak suka muntah kan tapi bila rasa nak muntah lah aku rasa macam sakit gila kat tekak,4.886959075927734,10.569236040115356
kalau perasan memang sakitlah memang pedih tekak kita sebenarnya kalau nak nak muntah,kalau perasa memang sakitlah memang pedih tekak kita sebenarnya kalau nak nak muntah,kalau perasaan memang sakitlah memang pedih tekak kita sebenarnya kalau nak nak muntah,2.9019134044647217,6.14827823638916
em em,em em,em,0.7875308990478516,1.2918484210968018
yang untuk check Corona virus tu kan kena cucuk dalam tekak kan sakit weh ah,yang untuk check Corona virus tu kan kena cucuk dalam tekak kan sakit weh ah,yang untuk check korona virus tu kan kena cucuk dalam teka kan sakit biar,3.008615016937256,5.174923896789551
ya ya sakit sakit aku tahu aku paling tak suka muntahlah dalam banyak-banyak benda aku paling tak suka muntah,ya ya sakit sakit aku tahu aku paling tak suka muntahlah dalam banyak-banyak benda aku paling tak suka muntah,ya ya sakit sakit aku tahu aku pun tak suka muntah lah dalam banyak banyak benda aku pun tak suka muntah,4.167670011520386,7.860549211502075
setiap kali kalau aku nak muntah mesti aku akan telan balik,setiap kali kalau aku nak muntah mesti aku akan telan balik,seiak kali kalau aku nak muntah mesti aku akan telan balik,2.4186713695526123,5.503967523574829
em,hm,hm,0.650240421295166,1.0325746536254883
ya aku telan balik,ya aku telan balik,ya aku talan balik,0.997905969619751,2.0447990894317627
aku tak tahu kenapakan memang kalau telan balik rasa memang pelik kan rasa tak sedapkan sebab,aku tak tahu kenapakan memang kalau telan balik rasa memang pelik kan rasa tak sedapkan sebab,aku tak tahu kenapa kan memang kalau telah balik rasa memang pelik kan rasa tak sedap kan sebab,3.126424551010132,7.118986129760742
apa yang kita makan tu kita telan balikkan tapi,apa yang kita makan tu kita telan balikkan tapi,apa yang kita makan tu kita tahan balik kan tapi,1.7268154621124268,3.354637861251831
memang aku memang aku tak suka muntah,memang aku memang aku tak suka muntah,memang aku memang aku tak suka muntah,1.488048791885376,2.892639398574829
sebab aku pernah muntah,sebab aku pernah muntah,sebab aku pernah muntah,1.4833745956420898,3.033097982406616
bukan muntah tau dia macam kahak tau,bukan muntah tau dia macam kahak tau,bukan muntah tau dia macam kahak tau,1.6034839153289795,3.12736439704895
kan kahak kahak kan susah nak keluarkan,kan kahak kahak kan susah nak keluarkan,kan kakak kakak kan susah nak keluar kan,1.631821632385254,3.758889675140381
so,so,so,0.5631976127624512,1.2216250896453857
pernah sekali ni aku nak keluarkan kahak tu kan sampai aku punya perut sakit gila mak aku pun mak aku pegang perut aku memang sakit ah nak keluarkan kahak je [UNK] tak boleh [UNK] daripada tu terus aku tak,pernah sekali ni aku nak keluarkan kahak tu kan sampai aku punya perut sakit gila mak aku pun mak aku pegang perut aku memang sakit ah nak keluarkan kahak je se- tak boleh se- daripada tu terus aku tak,pernah sekali ni aku nak keluarkan kahak tu kan sampai aku punya perut sakit gila mak aku pun mak aku pegang perut aku memang sakitlah nak keluarkan kahak je tak boleh sejauh daripada tu terus aku tak,7.138705492019653,14.220065593719482
