reference,whisper_large_v3_prediction,whisper_large_v3_process_time
okey okey slow slow slow slow tapi kalau kita dapat nurse yang garangkan terus cucuk weh aku macam sakit weh aku pernah kena aku pernah kena,okey okey slow slow slow slow tapi kalau kita dapat nurse yang garang kan dia terus cucuk weh aku macam sakit weh aku pernah kena aku pernah kena,9.78347635269165
tapi kan,tepikan,1.3546855449676514
[UNK] um kalau kita ambil darahkan,so um kalau kita ambil darah kan,2.6224939823150635
kita rasa macam,kita macam,1.332129716873169
pe- ah peningkan,pe ah pening kan,1.7515692710876465
kalau perasan kalau kita nak kalau aku kalau ambil darahkan mesti aku akan pengsan,kalau perasan kalau kita nak kalau aku kalau ambil darah kan mesti aku akan pengsen,6.37267804145813
aku ah aku akan macam terus tak sedar,aku ah aku akan macam terus tak sedar,2.630580186843872
sebab aku tak suka tengok darah sebab tu lah kalau aku [UNK] kalau aku terfikir nak nak buat sesuatu tu macam buat dekat aku punya tangan ke apa kan aku mesti fikir banyak kali sebab aku tak suka darah,sebab aku tak suka tengok darah sebab tu dah kalau aku kalau aku terfikir nak nak buat sesuatu tu macam buat dekat aku punya tangan ke apa kan aku mesti fikir banyak kali sebab aku tak suka darah,13.176177501678467
[UNK] tak suka doh,eh tak suka je,1.5708098411560059
wau,wow,0.8882219791412354
wau,wau,1.0894975662231445
sakit eh,sakit eh,1.5163817405700684
tapikan,tapikan,1.3255465030670166
ah macam yang Cikgu Salina cakap tadikan,ah macam yang Cikgu Salina cakap tadi kan,4.380582332611084
yang dia cakap kau ada yang kau yang,yang dia cakap kau ada yang kau yang,2.658621072769165
yang kolestrol dalam badan dia tinggi tu,yang kolesterol dalam badan dia tinggi tu,2.8269553184509277
sebenar- sebenarnya tu bahaya juga tau,sebenar sebenarnya tu bahaya juga tau,2.875839948654175
[UNK] kita mungkin kita ah ketawakan dengar dia cakap macam tu tapi sebenarnya tu bahaya aku pernahlah nampak orang yang kena kolestrol tinggikan dia memang dia punya darah tinggi semua tinggi memang dia kena pantang je setiap masa,se- kita- kita- mungkin kita ah ketawakan dengar dia cakap macam tu tapi sebenarnya tu bahaya aku pernah lah nampak orang yang kena kolestrol tinggi kan dia memang dia punya darah tinggi semua tinggi memang dia kena pantang dia setiap masa,15.700736999511719
tak boleh makan tu tak boleh makan ni eh sakitlah,tak boleh makan tu tak boleh makan ni eh sakitlah,4.317955732345581
siapa dia nak macam tu aku pun tak nak,siapa dia nak macam tu aku pun tak nak,2.831940174102783
betul,betul,1.1354897022247314
obesiti,obesiti,1.304276466369629
oh obesiti kan sekarang terkenal bukan terkenal apa sebab ya lah dah ramai orang makan ramai orang makan banyak benda lepas tu kena obesiti,oh obesiti kan sekarang terkenal bukan terkenal apa sebab ya lah dah ramai orang makan ramai orang makan banyak benda lepas tu kenal obesiti,9.593571186065674
betul,betul,1.1584689617156982
betul,betul,1.0908124446868896
tapi kita kena jagalah,tapi kita kena jagalah,2.140476942062378
hm em,em em,1.094472885131836
sekarang ni kan,sekarang ni kan,1.5362052917480469
kesihatan kita memang [UNK] kita kena jaga kita pergi sekolah kita kena,kesihatan kita memang su- kita kena jaga kita pergi sekolah pun kita kena,6.171342372894287
check suhu,check suhu,1.349862813949585
sebab kesihatan kan keselamatan kita sebab kita tak tahu pun er macam mana virus tersebar [UNK] kawan kita kena ke tak kita tak tahu kan [UNK],sebab kesihatan eh keselamatan kita sebab kita tak tahu pun ah macam mana virus tersebar oh ada kawan kita kena ketak kita tak tahu kan so memang,10.190088510513306
apa dia,apa dia,1.24843430519104
oh,oh,0.8944103717803955
siapa tak berdebar aku pun berdebar,siapa tak berdebar aku pun berdebar,3.0924172401428223
hm,hm,0.9338715076446533
apa benda,apa pun je,1.3596959114074707
tinggi,tinggi,1.10489821434021
suhu pernah sekali,suhu pernah sekali,1.7765090465545654
tiga enam point sembilan,tiga enam point sembilan,2.6232571601867676
[UNK] ah paling tinggi [UNK] ah pernah check suhu satu masa tu kat sekolah aku datang lambat kan Cikgu Fadhli Fadhli Cikgu Fadhli check suhu tiga puluh lapan point satu,emah ah paling tinggi pen um pernah check suhu satu masa tu kat sekolah aku datang lambatkan Cikgu Fadli Fadli Cikgu Fadli check suhu tiga puluh lapan point satu,12.281681060791016
tapi tu mungkin rosak kot dia punya temperature kan,tapi tu mungkin rosak kot dia punya temperature kan,3.882197618484497
tak aku buat lagi satu kan baru dapat suhu betul yang tiga puluh enam point empat,tak aku buat lagi satu kan baru dapat suhu betul yang tiga puluh enam point empat,5.262109041213989
seram weh,seram weh,1.565340518951416
ha ah,ha ah,1.0887343883514404
tapi,tapi,1.2430217266082764
hm,em,1.1209232807159424
ya ya tak macam satu je negara kita semua kena,ya ya tak macam satu je negara kita semua kena,3.846219301223755
pernah kan,pernah kan,1.3724007606506348
tak ada semua kena,tak ada semua kena,1.7561984062194824
semua kena tapi tapi ada yang baik ada yang ma- macam merebak,semua kena tapi tapi ada yang baik ada yang ma- makin merebak,4.312498569488525
dia macam tu lah,dia macam tu lah,2.2119622230529785
tapi ada satu,tapi ada satu,2.161273241043091
betul,betul,1.1797266006469727
betul,betul,1.0915889739990234
dia [UNK],dia kena,1.509584665298462
tapi dia tipu,tapi dia tipu,1.7718768119812012
ha dia kata dia kata apa ni virus tu makin makin sikit kan tapi sebenarnya ramai yang kena,ha dia kata dia kata apa ni virus tu makin makin sikit kan tapi sebenarnya ramai yang kena,6.919394016265869
ada [UNK] ada satu virus ni kita punya kita Malaysia je kena masa tu sembilan belas masa tu sembilan belas berapa entah kan ah Nipah virus,ada ada satu virus ni kita punya kita Malaysia je kena masa tu sembilan belas masa tu sembilan belas berapa tu kan ah nipah virus,8.133942365646362
[UNK] ah Nipah daripada pokok nipah masa [UNK] masa tu ramai memang ramai sangat-sangat yang meninggal sebab virus tu sebab kita tak kat Malaysia kita tak kita tak jumpa vaksin tu sekali sekali jumpa vaksin tu kan terus selamatkan,ni ah nipah daripada pokok nipah masa ah masa tu ramai memang ramai sangat-sangat yang meninggal sebab virus tu sebab kita tak kat Malaysia kita tak kita tak jumpa vaksin tu sekali sekali jumpa vaksin tu kan terus selamatkan,15.649561405181885
Nipah Virus bahaya weh dekat dua ratus lebih orang meninggal,Nipah virus bahaya weh dekat dua ratus lebih orang meninggal,5.382705926895142
aku sebenarnya aku dah lama tahu tu pun daripada mak aku,aku sebenarnya aku dah lama tahu tu pun daripada mak aku,3.6988842487335205
tapi,tapi,1.1208460330963135
hm em,em em,1.0870180130004883
ya,ya,0.8796687126159668
aku pun aku pun tak tau macam mana tapi,aku pun aku pun tak tahu macam mana tapi,2.787702798843384
entahlah mungkin ada [UNK] ada sautu yang dekat pokok nipah tu kita tak boleh nak,entahlah mungkin ada some ada sesuatu yang dekat pokok nipah tu kita tak boleh nak,6.424386024475098
er pegang or ah ataupun,pegang oh ah ataupun,1.9931488037109375
sentuh ke kan,sentuh ke kan,1.5094847679138184
mungkin ada orang buat macam kajian ke dekat pokok nipah tu sampai,mungkin ah ada orang buat macam kajian ke dekat pokok nipah tu sampai,5.696372032165527
kita tak tau,dia tak tahu,1.8952884674072266
bertindaklah,bertindak ah,1.5210096836090088
nak lagi yang kita ada sekarang doktor tu,lagi lagi yang kita ada sekarang doktor tu,2.815237283706665
Doktor Noor Hisham tu,Doktor Noor Hisham tu,2.5723907947540283
memang memang [UNK] memang semua tabik ah kat dia sampai luar negara pun cakap cara dia ah kawal Covid ni,memang memang memang semua tabik lah kat dia sampai luar negara pun cakap cara dia ah kawal Covid ni,7.322963714599609
memang bagus,memang bagus,1.3982007503509521
kitakan Malaysiakan kena puji,kita kan Malaysia kan kena puji,2.5684432983398438
sebab kawal co- Covid tu,sebab kawal Covid tu,2.1832056045532227
kan,kan,0.8734433650970459
saya sebenarnya betul,tapi sebenarnya betul,2.1608474254608154
betul biasalah duniakan,betul biasalah dunia kan,2.9534802436828613
so,so,0.9236226081848145
jagalah kesihatan,jagalah kesihatan,1.9149482250213623
jagalah diri,jagalah diri,1.72780442237854
okey,okey,1.0923595428466797
bye bye jaga diri bye bye,bye bye jaga diri bye bye,2.351825475692749
Hairi,Hidi,1.098973274230957
kau tengah buat apa tu,kau tengah buat apa tu,2.650834560394287
oh ka-kau tengah ni eh nak cari phone baru ke,oh kau tengah ni eh nak cari phone baru ke,3.8646273612976074
dengan dengan mak mak dengan mak engkau la,dengan dengan mak mak dengan mak kau lah,2.658535957336426
ah dengan,ah ni kan,1.3817639350891113
dengan family eh,dengar family eh,1.7345952987670898
oh kau tengah kau tengah search eh nak cari mana phone baru,oh kau tengah kau tengah search ah nak cari mana phone baru,4.515647649765015
oh,oh,1.3055360317230225
yang phone kau rosak tu,yang phone kau rosak tu,2.107013463973999
kau ah kat,kau ah kat,1.5058577060699463
oh masuk air,oh masuk air,1.3114535808563232
erm hm,hm,0.8835916519165039
oh maksudnya,oh maksudnya,1.5191426277160645
macam ni la tak,macam ni lah tak,1.7249741554260254
kalis air la kan ada phone yang kalis air kan,Kalisaya kan ada yang phone yang Kalisaya kan,3.8602254390716553
ni kau tak-kau tak nak beli ke phone yang kalis air tu macam,dia kau tak nak kau tak nak beli ke phone yang kalis air tu macam,5.0236968994140625
ya la macam walaupun kos [UNK] macam harga dia mahal tapi masih jaga phone kau la,ya lah macam walaupun kos mahal macam harga dia mahal tapi masih jaga phone kau lah,5.426829814910889
so macam phone kau tahan lama,so macam phone kau tahan lama,2.5502662658691406
oh phone kau yang kalis air,oh phone kau yang kelas air,2.9537439346313477
ko search la aku aku pernah je nampak tapi aku tak tahu la yang mana,kau search lah aku aku pernah je nampak tapi aku tak tahulah yang mana,4.856763601303101
sebab dia punya pun macam,sebab dia punya pun macam,1.9849376678466797
oh ni la aku tahu aku tahu yang iPhone tu iPhone yang baru tu,oh ni la ah aku tau aku tau yang Iphone tu Iphone yang baru tu,4.736321449279785
iPhone Sebelas,iPhone sebelas,2.0288705825805664
X,X,0.8659956455230713
iPhone Ten iPhone Sebelas,iPhone Ten iPhone Sebelas,2.1548311710357666
oh bajet kau bawah dua ribu,oh bajet kau baru dua ribu,2.346975803375244
tak tahu la yang aku tahu cuma ni je la Apple,tak tahu lah yang aku tahu cuma ni je lah apple,3.0171053409576416
R O G,R O G,1.3790693283081055
skrin besar oh biar senang la,ram besar oh biar senang lah,3.250917434692383
oh aku pun sekarang pakai yang ram besar sebab ni en macam,oh aku pun sekarang pakai yang ram besar sebab ni kan macam,3.581655740737915
bila main game je [UNK] tak lag la,bila main game je tak lag ah,2.443908452987671
ha yang yang phone sekarang ni kau pakai phone mak kau eh,ha yang yang phone sekarang ni kau pakai phone mak kau eh,3.2487902641296387
oh phone lama mak kau,oh phone lah mak kau,2.023966073989868
yang kau nak cari yang baru ni yang ram tinggi lagi,yang kau nak cari yang baru ni yang ram tinggi lagi,4.318918466567993
kalau aku,kalau aku,1.4054343700408936
kalau aku aku sarankan baik kau ambil yang macam memori dia besar so macam gambar kau banyak ke apps kau banyak ke so macam tak ni la,kalau aku aku sarankan baik kau ambil yang macam memori dia besar so macam gambar kau banyak ke apps kau banyak ke so macam tak ni la,7.874610424041748
macam kalau yang memori kecil,macam kalau yang memori kecil,3.338223457336426
kan dia macam kau macam banyak sikit kau punya apps kan nanti dah penuh dah gambar kau banyak sikit nanti dah penuh,kan dia macam kau macam banyak sikit kau punya apps kan nanti dah penuh dah gambar kau banyak sikit kan nanti dah penuh,7.241445302963257
ha ah [UNK] tapi,ha ah wau tapi,1.7974708080291748
kau nak,kalau,1.1371915340423584
ram besar eh macam Redmi ke,ram besar eh macam Redmi ke,2.6043243408203125
memori memori pun kadang-kadang ha ya lah boleh tahan lah,memori memori pun kadang-kadang ah ya la boleh tahan la,4.517192125320435
lagi satu bateri pun ar lambat lambat habis la,lagi satu bateri pun ah lambat lambat habis ah,3.7428081035614014
harga pun murah en berpatutan,harga pun murah kan berpatutan,2.64695143699646
so macam kalau bawah dua ribu memang kau akan dapat la mcam ya la senang lagi pun,so macam kalau bawah dua ribu tu memang kau akan dapat ah macam ya la senang lagi pun,6.282947778701782
kat mana mana pun dah ada jual kan,kat mana mana pun dah ada jual kan,2.6200788021087646
Samsung,Samsung,1.327984094619751
Samsung Samsung yang mana,Samsung Samsung yang mana,1.9472227096557617
kan sekarang ada dah banyak dah,kan sekarang ada dah banyak dah,2.107909917831421
oh,oh,1.1235082149505615
ha ah,ha ah,1.5564982891082764
bateri pun tahan kan,bateri pun tahan kan,2.3343443870544434
sekarang aku pakai,sekarang aku pakai,1.5571496486663818
ni je android biasa,ni je Android biasa,1.7326862812042236
ni pun aku pinjam kakak aku punya,ni pun aku pinjam kakak aku punya,2.803666591644287
sebab nanti bulan sepuluh nanti mak aku nak belikan yang baru,sebab nanti bulan sepuluh nanti mak aku nak belikan yang baru,5.83246636390686
ha ah,ha ah,1.153597354888916
yang phone ni pun kadang-kadang bermasalah kadang-kadang dia macam termati sendiri,yang phone ni pun kadang-kadang bermasalah kadang-kadang dia macam termati sendiri,5.41646671295166
macam ya la lagi pun dah lama kan,macam ya la lagi pun dah lama kan,2.657277822494507
mungkin mak aku nanti beli yang baru tu lagi okey la dari yang ni,mungkin mak aku nanti beri yang baru tu lagi okey la dari yang ni,5.682691335678101
[UNK] apa,search apa,1.385082483291626
ha dah,ha dah,1.128265619277954
ha ah aku dah aku dah search dah,ha ah aku dah aku dah search dah,2.3556931018829346
aku nak beli phone ni la,aku nak beli phone ni lah,2.1737992763519287
iPhone Seven,iPhone Seven,1.339346170425415
sebab,sebab,1.4259378910064697
ha ah lagipun iPhone Seven ni dia mcm boleh update lagi dia punya I O S kan sekarang dah ada I O S baru kan,ha ah lagipun iPhone Seven ni dia macam boleh update lagi dia punya I O S kan sekarang dah ada I O S baru kan,7.200892448425293
boleh lagi update,boleh lagi update,1.565218210220337
so macam,so macam,1.0874621868133545
ikut trend lah,ikut trend lah,1.3247308731079102
ha tu la bateri dia je so kau kena sediakan la powerbank,ah tu lah bateri dia je so kau kena sediakan lah power bank,5.581565856933594
dekat mana mana kan kau nak pergi mana mana sediakan powerbank ke caj ke kan,dekat mana mana kan kau nak pergi mana mana sediakan powerbank ke caj ke kan,5.254415512084961
macam kau ni [UNK] ah,macam kau ni ah,1.8203508853912354
ya la kelemahan je la [UNK],ya lah kelemahan lah sesuatu,2.7115516662597656
setiap ni mesti ada kelemahan kan,setiap ni mesti ada kelemahan kan,3.9083828926086426
kekurangan lepas tu kelebihan,kekurangan lepas tu kelebihan,2.8414058685302734
contoh macam iPhone ni macam,contoh macam Iphone ni macam,2.1922762393951416
kelebihan dia [UNK] ah kelebihan dia banyak la juga,kelebihan dia kele- ah kelebihan dia banyak lah juga,4.495309114456177
macam kamera pun lawa,macam kamera pun lawa,2.7369260787963867
hm erm bateri pun semua okey,hm um bateri pun semua okey,2.6130011081695557
kalau phone phone Samsung ah,kalau phone phone Samsung ah,2.025491714477539
kau tak nak try cari yang lain ke dari Samsung je macam cari yang macam,kau tak nak try cari yang lain ke dari Samsung je macam cari yang macam,4.530072212219238
ah yang lain-lain lain daripada yang lain,ah yang lain-lain lain daripada yang lain,3.876352310180664
oh macam barang dari China macam ni kurang ni la China ni kurang ni,oh macam barang dari Cina ni macam kurang ni la China ni kurang ni,4.957937717437744
oh,um,0.940152645111084
kalau macam,kalau macam,1.2910194396972656
oh centre,oh centre,1.113206386566162
ha ni hari tu ada juga kakak aku tanya kan dia [UNK] dia nak beli lah dia nak beli apa,ha ni hari tu ada juga kakak aku tanya dia dia nak beli lah dia nak beli apa,6.711282253265381
nak beli laptop baru,nak beli laptop baru,1.8711516857147217
kau tahu tak laptop yang macam murah lepas tu bagus laptop apa eh,kau tahu tak laptop yang macam murah lepas tu bagus laptop apa eh,4.072357892990112
laptop Asus eh,laptop Asus ah,2.0189156532287598
oh,hm,0.8883254528045654
apa,apa,0.9013581275939941
H P dengan Toshiba tu pun bagus eh,H P dengan Toshiba tu pun bagus eh,3.7509219646453857
oh,oh,0.9941518306732178
harga dia harga dia mahal tak,harga dia harga dia mahal tak,2.5821001529693604
kan aku ah kan aku ada bagitahu kau yang aku nak ni kan masuk multimedia photographer kan,kan aku ah kan aku ada beritahu kau yang aku nak ni kan masuk multimedia photographer kan,4.759636402130127
ha,ah,0.9315311908721924
